frame_idx,true_vehicles,predicted_vehicles
126,11.0,5.415925294160843
127,0.0,5.890878662467003
128,1.0,5.022315472364426
129,0.0,4.699314564466476
130,2.0,4.489670962095261
131,2.0,4.599604904651642
132,2.0,4.662062481045723
133,2.0,4.677590772509575
134,9.0,4.805302262306213
135,3.0,5.3941327929496765
136,7.0,5.098595708608627
137,4.0,5.328093692660332
138,11.0,5.542816162109375
139,4.0,6.30581471323967
140,1.0,5.534187316894531
141,5.0,4.863629072904587
142,5.0,5.026837319135666
143,12.0,5.173503488302231
144,14.0,5.877947926521301
145,3.0,6.236609369516373
146,5.0,5.499071270227432
147,1.0,5.3091148138046265
148,4.0,4.871368587017059
149,7.0,4.964656308293343
150,7.0,5.321755588054657
151,5.0,5.477475389838219
152,4.0,5.334102511405945
153,1.0,5.16338075697422
154,0.0,4.792582407593727
155,0.0,4.518948882818222
156,14.0,4.402251183986664
157,3.0,5.665461748838425
158,7.0,5.241027399897575
159,13.0,5.383652687072754
160,3.0,6.028600960969925
161,7.0,5.616218388080597
162,14.0,5.647728711366653
163,4.0,6.143716186285019
164,11.0,5.53595906496048
165,12.0,6.168948471546173
166,3.0,6.158614426851273
167,11.0,5.448064804077148
168,4.0,5.848617717623711
169,4.0,5.547046318650246
170,8.0,5.2542213052511215
171,5.0,5.5192959904670715
172,12.0,5.616280615329742
173,3.0,6.226261496543884
174,20.0,5.678030788898468
175,5.0,6.361269563436508
176,11.0,5.770138785243034
177,4.0,5.970788821578026
178,7.0,6.259417816996574
179,8.0,5.79218927025795
180,2.0,6.334135457873344
181,5.0,5.350339502096176
182,2.0,5.173057094216347
183,11.0,4.913941100239754
184,6.0,5.655824735760689
185,0.0,6.401444166898727
186,5.0,5.142366528511047
187,5.0,5.5108810514211655
188,4.0,5.287833958864212
189,6.0,5.250144988298416
190,1.0,5.324756324291229
191,6.0,5.0140102952718735
192,8.0,5.2085560113191605
193,6.0,5.867040008306503
194,4.0,5.55859249830246
195,10.0,5.231439217925072
196,12.0,5.676609069108963
197,7.0,6.078986883163452
198,11.0,5.789979338645935
199,8.0,6.003002226352692
200,14.0,5.962752431631088
201,11.0,6.227668955922127
202,11.0,6.2163777351379395
203,1.0,6.198175400495529
204,6.0,5.277060002088547
205,9.0,5.298035770654678
206,7.0,5.660228610038757
207,1.0,5.634150639176369
208,1.0,5.009193301200867
209,4.0,4.711223304271698
210,2.0,4.8961121290922165
211,4.0,4.802104905247688
212,10.0,4.934153288602829
213,5.0,6.275807350873947
214,2.0,5.577449515461922
215,9.0,4.963734999299049
216,4.0,5.431716755032539
217,1.0,5.248647212982178
218,1.0,4.845081031322479
219,16.0,4.657742008566856
220,3.0,6.0417520850896835
221,6.0,5.388058289885521
222,6.0,5.342831179499626
223,8.0,5.369140774011612
224,2.0,5.578162536025047
225,8.0,5.216100201010704
226,8.0,5.475478932261467
227,9.0,5.627099514007568
228,5.0,5.780117183923721
229,7.0,5.46477498114109
230,4.0,5.5104528069496155
231,7.0,5.26020073890686
232,9.0,5.429040551185608
233,13.0,5.707169562578201
234,2.0,6.198851689696312
235,2.0,5.35370409488678
236,3.0,4.934811428189278
237,4.0,4.8918595016002655
238,9.0,4.9957254230976105
239,4.0,5.633868455886841
240,7.0,5.303425773978233
241,11.0,5.420824825763702
242,9.0,5.870809078216553
243,2.0,5.887589693069458
244,3.0,5.203113287687302
245,1.0,4.992450714111328
246,9.0,4.7315357476472855
247,6.0,5.380318343639374
248,6.0,5.420886188745499
249,1.0,5.401686489582062
250,5.0,4.8972335159778595
251,8.0,5.053769186139107
252,10.0,5.44884566962719
253,3.0,5.806569814682007
254,6.0,5.275703966617584
255,7.0,5.315278336405754
256,7.0,5.463328629732132
257,8.0,5.530067354440689
258,4.0,5.64714403450489
259,0.0,5.312927961349487
260,11.0,4.752658873796463
261,16.0,5.547227382659912
262,9.0,6.256780505180359
263,5.0,6.097496464848518
264,18.0,5.598529860377312
265,2.0,6.355335935950279
266,3.0,5.485371768474579
267,5.0,5.0928561091423035
268,5.0,5.168215900659561
269,13.0,5.227552175521851
270,7.0,5.977807968854904
271,4.0,5.754406958818436
272,9.0,5.338431194424629
273,5.0,5.635534763336182
274,3.0,5.41724805533886
275,10.0,5.106521040201187
276,7.0,5.748408943414688
277,8.0,5.647159159183502
278,4.0,6.107455417513847
279,3.0,5.565430581569672
280,1.0,5.104168504476547
281,2.0,4.876286268234253
282,10.0,4.761632561683655
283,3.0,5.487809434533119
284,4.0,5.173758879303932
285,1.0,5.088470816612244
286,4.0,4.767614588141441
287,1.0,4.9114667028188705
288,9.0,4.701907366514206
289,4.0,5.355072230100632
290,3.0,5.20367506146431
291,3.0,5.000650018453598
292,8.0,4.916001081466675
293,2.0,5.3695694506168365
294,6.0,5.005978658795357
295,3.0,5.202119380235672
296,4.0,5.028135448694229
297,4.0,5.032378137111664
298,4.0,5.169966042041779
299,5.0,5.339675307273865
300,3.0,5.235480964183807
301,3.0,5.380135551095009
302,7.0,5.042598098516464
303,13.0,5.296592876315117
304,5.0,6.002500087022781
305,2.0,5.568668559193611
306,2.0,5.060452565550804
307,2.0,4.844988122582436
308,1.0,4.76894037425518
309,0.0,4.637174174189568
310,6.0,4.465344429016113
311,4.0,4.971706569194794
312,8.0,5.036626011133194
313,8.0,5.535786211490631
314,0.0,5.630968406796455
315,13.0,4.876177370548248
316,14.0,5.751212626695633
317,1.0,6.207273975014687
318,9.0,5.271177798509598
319,5.0,5.68855194747448
320,5.0,5.794884487986565
321,5.0,5.898939251899719
322,7.0,5.785650223493576
323,5.0,5.569373801350594
324,7.0,5.82204495370388
325,2.0,5.618605926632881
326,4.0,5.812939897179604
327,7.0,5.891459882259369
328,1.0,5.584704607725143
329,7.0,4.936981171369553
330,4.0,5.25822588801384
331,10.0,5.185553967952728
332,2.0,5.692137360572815
333,5.0,5.652277782559395
334,18.0,5.700557053089142
335,3.0,6.298529803752899
336,9.0,5.525879114866257
337,5.0,5.680387645959854
338,1.0,5.441953137516975
339,3.0,4.9320937395095825
340,9.0,4.894864559173584
341,10.0,5.4735918045043945
342,2.0,6.199268698692322
343,8.0,5.292890787124634
344,2.0,5.451447546482086
345,6.0,5.028281077742577
346,5.0,5.219742655754089
347,3.0,5.245228171348572
348,3.0,5.046483412384987
349,5.0,4.9466622620821
350,4.0,5.1028651893138885
351,6.0,5.083354786038399
352,1.0,5.255848288536072
353,11.0,4.843342125415802
354,3.0,5.586065828800201
355,4.0,5.203301265835762
356,8.0,5.092533305287361
357,4.0,5.566262438893318
358,11.0,5.2724582105875015
359,5.0,5.894636929035187
360,6.0,5.982771456241608
361,5.0,5.55996236205101
362,3.0,5.321792751550674
363,8.0,5.064018100500107
364,6.0,5.56019052863121
365,9.0,5.483359754085541
366,7.0,5.71137897670269
367,12.0,6.213725730776787
368,5.0,6.119850307703018
369,5.0,5.598170757293701
370,5.0,5.353968992829323
371,5.0,5.412407293915749
372,10.0,5.438583791255951
373,8.0,5.7813708037137985
374,5.0,6.2170639634132385
375,0.0,5.601054817438126
376,5.0,4.82223542034626
377,0.0,5.00365075469017
378,2.0,4.661350756883621
379,14.0,5.054153352975845
380,11.0,5.949217140674591
381,6.0,6.053657367825508
382,0.0,5.891886830329895
383,1.0,5.343083545565605
384,2.0,4.793887883424759
385,3.0,4.696692809462547
386,4.0,4.801854267716408
387,3.0,4.960048899054527
388,11.0,5.1776022762060165
389,0.0,5.737866178154945
390,5.0,4.93183359503746
391,0.0,5.039246901869774
392,2.0,4.655096486210823
393,1.0,4.659524127840996
394,3.0,4.585990101099014
395,5.0,4.74237884581089
396,4.0,5.017615586519241
397,10.0,5.040994018316269
398,7.0,5.603119984269142
399,3.0,6.127838298678398
400,2.0,5.323689818382263
401,6.0,4.887625023722649
402,7.0,5.267126977443695
403,2.0,5.44991347193718
404,7.0,5.655046030879021
405,6.0,5.52296307682991
406,5.0,5.410352498292923
407,6.0,5.297142118215561
408,7.0,5.3586719036102295
409,3.0,5.610825791954994
410,10.0,5.1950125098228455
411,8.0,5.659200131893158
412,16.0,5.71758571267128
413,7.0,6.366267189383507
414,5.0,5.898139804601669
415,7.0,5.496863067150116
416,6.0,5.521748781204224
417,13.0,5.4698119312524796
418,10.0,6.081307873129845
419,15.000000000000002,6.044147834181786
420,5.0,6.2897112518548965
421,9.0,5.75093649327755
422,12.0,5.805579364299774
423,8.0,6.097071677446365
424,11.0,5.9134291261434555
425,6.0,6.042032107710838
426,2.0,5.693047001957893
427,9.0,5.1245656460523605
428,0.0,5.54472316801548
429,16.0,4.890570878982544
430,1.0,6.029218912124634
431,2.0,5.311606928706169
432,5.0,4.908638387918472
433,5.0,5.060567080974579
434,2.0,5.165815398097038
435,10.0,4.908793091773987
436,3.0,5.992069244384766
437,4.0,5.295347899198532
438,9.0,5.084381103515625
439,3.0,5.522607862949371
440,3.0,5.17756986618042
441,2.0,4.997892573475838
442,7.0,4.832281664013863
443,5.0,5.363561928272247
444,13.0,5.292828127741814
445,11.0,6.256567895412445
446,2.0,6.1743756383657455
447,3.0,5.318036645650864
448,2.0,5.008870929479599
449,0.0,4.839009553194046
450,1.0,4.5741375386714935
451,2.0,4.544879928231239
452,6.0,4.639044016599655
453,11.0,5.068857565522194
454,1.0,6.4584158062934875
455,2.0,5.254163399338722
456,2.0,4.754967764019966
457,3.0,4.673163995146751
458,6.0,4.798934772610664
459,2.0,5.163885056972504
460,8.0,4.935414254665375
461,3.0,5.3759244084358215
462,2.0,5.113749772310257
463,1.0,4.864962637424469
464,1.0,4.658404901623726
465,1.0,4.5690833032131195
466,7.0,4.533916264772415
467,0.0,5.460876703262329
468,3.0,4.789436474442482
469,1.0,4.757828488945961
470,9.0,4.610107913613319
471,3.0,5.776579305529594
472,0.0,5.216267436742783
473,8.0,4.654242157936096
474,7.0,5.212102100253105
475,6.0,5.445418417453766
476,11.0,5.4282838851213455
477,4.0,5.874004274606705
478,7.0,5.414278864860535
479,7.0,5.480736702680588
480,7.0,5.538623601198196
481,1.0,5.561423406004906
482,1.0,4.977241337299347
483,4.0,4.697785675525665
484,8.0,4.891243278980255
485,5.0,5.500715538859367
486,1.0,5.34390589594841
487,3.0,4.85342812538147
488,1.0,4.833746165037155
489,4.0,4.659792482852936
490,4.0,4.869972795248032
491,9.0,4.983793780207634
492,6.0,5.497519910335541
493,3.0,5.447889789938927
494,9.0,5.1105882823467255
495,12.0,5.532782018184662
496,3.0,6.0256209671497345
497,3.0,5.368896186351776
498,14.0,5.061888113617897
499,11.0,5.967518001794815
500,6.0,6.171250015497208
501,1.0,5.847802713513374
502,13.0,5.179528295993805
503,5.0,5.998675271868706
504,11.0,5.557135343551636
505,0.0,5.905263960361481
506,12.0,5.027374893426895
507,1.0,5.744709879159927
508,12.0,5.0833789855241776
509,4.0,5.779726102948189
510,9.0,5.3895798325538635
511,3.0,5.773348242044449
512,2.0,5.256531059741974
513,3.0,5.290061607956886
514,1.0,5.009957745671272
515,2.0,4.83062270283699
516,3.0,4.728222578763962
517,3.0,4.8011831641197205
518,11.0,4.848001390695572
519,4.0,5.6175355315208435
520,10.0,6.378593802452087
521,12.0,6.242886543273926
522,2.0,6.049029648303986
523,4.0,5.288393139839172
524,0.0,5.119078412652016
525,7.0,4.7186499536037445
526,1.0,5.207419067621231
527,11.0,4.875889137387276
528,14.0,5.958415538072586
529,6.0,6.212283700704575
530,6.0,5.750654309988022
531,7.0,5.508980095386505
532,19.0,5.535909801721573
533,3.0,6.413113072514534
534,6.0,5.619374692440033
535,5.0,5.4405404925346375
536,9.0,5.446522086858749
537,4.0,5.699261948466301
538,6.0,5.707134991884232
539,7.0,5.71777930855751
540,3.0,5.573616921901703
541,6.0,5.155644699931145
542,2.0,5.6333572417497635
543,4.0,5.078521370887756
544,5.0,5.020632311701775
545,6.0,5.260958701372147
546,5.0,5.338236302137375
547,7.0,5.516070544719696
548,3.0,5.512134671211243
549,10.0,5.983512565493584
550,4.0,5.89883553981781
551,9.0,5.354244694113731
552,4.0,6.15642437338829
553,7.0,5.472539559006691
554,15.000000000000002,5.467356115579605
555,11.0,6.200662329792976
556,4.0,6.148941978812218
557,12.0,5.559292122721672
558,4.0,6.001944363117218
559,2.0,5.483811765909195
560,1.0,5.2846953719854355
561,5.0,4.826210618019104
562,8.0,5.020839303731918
563,6.0,5.554282397031784
564,15.000000000000002,5.4624669551849365
565,21.0,6.213183403015137
566,7.0,6.549359202384949
567,2.0,5.96085450053215
568,4.0,5.271755561232567
569,3.0,5.126174479722977
570,7.0,5.0111793875694275
571,7.0,6.196373403072357
572,7.0,5.85033717751503
573,6.0,5.584757760167122
574,6.0,5.4414790868759155
575,4.0,5.417137861251831
576,1.0,5.229330837726593
577,3.0,4.841700881719589
578,6.0,4.982682332396507
579,8.0,5.339768648147583
580,13.0,5.551686570048332
581,9.0,6.083003133535385
582,19.0,5.945665001869202
583,9.0,6.4155459851026535
584,3.0,6.071714073419571
585,3.0,5.432606086134911
586,5.0,5.101381242275238
587,5.0,5.182736024260521
588,4.0,5.234602436423302
589,5.0,5.1466269344091415
590,9.0,5.314703166484833
591,6.0,5.633109197020531
592,7.0,5.493440136313438
593,1.0,6.090643256902695
594,4.0,5.107642859220505
595,6.0,4.985244885087013
596,11.0,5.451198637485504
597,3.0,5.877938851714134
598,10.0,5.304439127445221
599,2.0,5.700245052576065
600,2.0,5.15322345495224
601,2.0,4.881418287754059
602,3.0,4.779455050826073
603,6.0,4.839723438024521
604,7.0,5.160467743873596
605,1.0,5.400677025318146
606,3.0,4.900861278176308
607,6.0,4.852345198392868
608,5.0,5.155406162142754
609,2.0,5.207266956567764
610,7.0,4.9171993881464005
611,4.0,5.26213712990284
612,6.0,5.157726287841797
613,13.0,5.28362238407135
614,2.0,5.991168677806854
615,1.0,5.257000356912613
616,2.0,4.803666636347771
617,10.0,4.728598967194557
618,6.0,5.480875849723816
619,10.0,5.463049471378326
620,3.0,5.789865255355835
621,3.0,5.269887879490852
622,1.0,5.2728065103292465
623,12.0,4.819675460457802
624,2.0,5.654684767127037
625,3.0,5.136442840099335
626,9.0,4.962001711130142
627,1.0,5.943213939666748
628,3.0,5.078883498907089
629,5.0,4.885724499821663
630,13.0,5.4283763617277145
631,7.0,6.0273590087890625
632,10.0,5.744406521320343
633,7.0,5.897204235196114
634,11.0,5.829820334911346
635,9.0,6.0164260268211365
636,8.0,5.9473883509635925
637,3.0,6.026631727814674
638,4.0,5.355818957090378
639,11.0,5.1521642953157425
640,4.0,5.756000235676765
641,2.0,5.384536400437355
642,1.0,4.9876039028167725
643,5.0,4.714465171098709
644,2.0,4.994277775287628
645,3.0,4.847850576043129
646,4.0,4.852094992995262
647,2.0,4.959954261779785
648,6.0,4.811556965112686
649,4.0,5.123010829091072
650,4.0,5.09062197804451
651,1.0,5.0583178251981735
652,5.0,4.747868239879608
653,9.0,4.994559094309807
654,5.0,5.515341967344284
655,10.0,5.3617106676101685
656,16.0,5.739054545760155
657,2.0,6.270847320556641
658,2.0,5.426081299781799
659,2.0,4.970754578709602
660,12.0,5.18964584171772
661,8.0,5.835134714841843
662,13.0,6.005110174417496
663,0.0,6.153239116072655
664,3.0,5.13472943007946
665,3.0,4.936792328953743
666,2.0,4.916969060897827
667,5.0,4.8153009712696075
668,6.0,5.052029848098755
669,7.0,5.262692421674728
670,8.0,5.675987228751183
671,2.0,5.6726619601249695
672,1.0,5.091412350535393
673,5.0,4.734958678483963
674,4.0,4.996431529521942
675,8.0,5.051979288458824
676,4.0,5.439951494336128
677,9.0,5.838326022028923
678,5.0,5.778802201151848
679,9.0,5.411296710371971
680,6.0,5.655844181776047
681,3.0,5.523061171174049
682,6.0,5.288767799735069
683,2.0,5.336798161268234
684,3.0,4.986181750893593
685,2.0,4.9150970578193665
686,4.0,5.053710415959358
687,9.0,5.153476253151894
688,0.0,5.54170298576355
689,0.0,4.853390961885452
690,0.0,4.517804592847824
691,6.0,4.3997426480054855
692,6.0,5.073635667562485
693,9.0,5.269954428076744
694,12.0,6.293885663151741
695,9.0,6.107330530881882
696,15.000000000000002,5.881593406200409
697,1.0,6.302492469549179
698,3.0,5.357217341661453
699,2.0,5.048663958907127
700,7.0,4.872910439968109
701,8.0,5.282911956310272
702,3.0,5.574377477169037
703,4.0,5.316177606582642
704,1.0,5.260529160499573
705,2.0,4.8155317306518555
706,3.0,4.715902015566826
707,2.0,5.887034833431244
708,4.0,5.060933098196983
709,7.0,4.93088074028492
710,7.0,5.259526178240776
711,3.0,5.570726811885834
712,3.0,5.178987696766853
713,9.0,4.992252364754677
714,10.0,5.500545710325241
715,4.0,6.15552294254303
716,12.0,5.604242235422134
717,3.0,5.969490259885788
718,4.0,5.464147090911865
719,6.0,5.1974311619997025
720,1.0,5.306159019470215
721,3.0,4.883567720651627
722,5.0,4.869230389595032
723,6.0,5.080688089132309
724,7.0,5.273258522152901
725,6.0,5.6803746819496155
726,5.0,5.4847590029239655
727,3.0,6.111005827784538
728,3.0,5.281872674822807
729,3.0,4.957667410373688
730,4.0,4.892175391316414
731,3.0,4.995801046490669
732,6.0,5.6867935955524445
733,2.0,5.681486129760742
734,5.0,5.165577292442322
735,0.0,5.128468677401543
736,7.0,4.680995985865593
737,7.0,5.156665399670601
738,4.0,5.425465077161789
739,3.0,5.228919014334679
740,2.0,5.023021578788757
741,6.0,5.336338371038437
742,5.0,5.31354720890522
743,3.0,5.22805517911911
744,8.0,5.015540048480034
745,5.0,5.408630445599556
746,7.0,5.688818141818047
747,8.0,5.571536630392075
748,3.0,5.631180584430695
749,9.0,5.200337260961533
750,6.0,5.577316850423813
751,5.0,5.738382577896118
752,7.0,5.419443726539612
753,4.0,5.596367031335831
754,7.0,5.27879199385643
755,8.0,5.424306094646454
756,5.0,5.844560414552689
757,9.0,5.4687328934669495
758,3.0,6.280860722064972
759,5.0,5.419340878725052
760,5.0,5.2094626277685165
761,3.0,5.805756539106369
762,4.0,5.221627190709114
763,1.0,5.074669763445854
764,1.0,4.765388667583466
765,2.0,4.626694068312645
766,3.0,4.674259886145592
767,4.0,4.798592522740364
768,3.0,4.947026118636131
769,5.0,4.907632380723953
770,9.0,5.073741108179092
771,0.0,5.535780161619186
772,5.0,4.858992278575897
773,2.0,5.016985535621643
774,8.0,4.848119795322418
775,10.0,5.452947914600372
776,6.0,5.79892061650753
777,6.0,5.557243376970291
778,3.0,6.177738070487976
779,3.0,5.340491607785225
780,4.0,4.985209882259369
781,6.0,5.003931209445
782,11.0,5.2449053674936295
783,4.0,5.821638748049736
784,0.0,5.404214039444923
785,2.0,4.788093835115433
786,6.0,4.712288081645966
787,7.0,5.103477954864502
788,2.0,5.387234643101692
789,3.0,5.002277433872223
790,5.0,4.905148044228554
791,1.0,5.079368785023689
792,7.0,5.027226239442825
793,10.0,5.287846058607101
794,0.0,5.7134683430194855
795,12.0,4.929410621523857
796,4.0,5.6899533569812775
797,2.0,5.353823363780975
798,8.0,4.970215708017349
799,3.0,5.736397355794907
800,1.0,5.220814347267151
801,6.0,4.7782208770513535
802,14.0,5.0975300669670105
803,11.0,6.0145211815834045
804,6.0,6.090366691350937
805,3.0,5.69620805978775
806,6.0,5.337464943528175
807,1.0,5.469672352075577
808,7.0,4.926644966006279
809,2.0,5.255427822470665
810,10.0,5.58680434525013
811,10.0,6.005400136113167
812,10.0,5.9423090517520905
813,1.0,5.947397857904434
814,2.0,5.140466004610062
815,9.0,4.867731750011444
816,0.0,5.571531444787979
817,8.0,4.898005738854408
818,0.0,5.324988812208176
819,5.0,4.790145605802536
820,7.0,5.00228089094162
821,15.000000000000002,5.333951696753502
822,3.0,6.156520307064056
823,0.0,5.428388893604279
824,5.0,4.769705250859261
825,8.0,5.114835292100906
826,1.0,5.4747235625982285
827,6.0,4.940347924828529
828,5.0,5.163728192448616
829,1.0,5.213192373514175
830,1.0,4.824466958642006
831,7.0,5.387474477291107
832,4.0,5.640773519873619
833,1.0,5.2236547619104385
834,10.0,4.773966088891029
835,5.0,5.463158801198006
836,9.0,5.609735086560249
837,7.0,5.975636929273605
838,8.0,5.696255594491959
839,6.0,5.918298840522766
840,4.0,5.5904074758291245
841,7.0,5.267811477184296
842,11.0,5.552338659763336
843,3.0,6.0506466925144196
844,8.0,5.492254793643951
845,1.0,5.697816461324692
846,3.0,5.017641082406044
847,6.0,4.90331968665123
848,2.0,5.187706857919693
849,2.0,5.3132326155900955
850,12.0,5.046557739377022
851,7.0,5.736909866333008
852,4.0,5.7571397721767426
853,9.0,5.325538486242294
854,8.0,5.6200215965509415
855,4.0,5.698016971349716
856,11.0,5.337945908308029
857,2.0,5.825063407421112
858,5.0,5.203918784856796
859,4.0,5.192241236567497
860,13.0,5.1249243170022964
861,3.0,5.9201609045267105
862,0.0,5.462819576263428
863,2.0,4.78448811173439
864,1.0,4.693294510245323
865,0.0,4.597925633192062
866,0.0,4.449137255549431
867,6.0,4.3735350370407104
868,9.0,4.931722104549408
869,3.0,5.493944004178047
870,5.0,5.142285719513893
871,8.0,5.154897540807724
872,9.0,5.4751038402318954
873,8.0,5.837388724088669
874,6.0,5.759154379367828
875,5.0,6.082672119140625
876,1.0,5.518538028001785
877,2.0,5.024481326341629
878,3.0,5.3049261420965195
879,5.0,5.016685202717781
880,4.0,5.0998402535915375
881,1.0,5.082113698124886
882,2.0,4.775156185030937
883,2.0,6.1869610995054245
884,3.0,5.133344441652298
885,8.0,4.821712106466293
886,11.0,5.286313280463219
887,2.0,5.842734217643738
888,7.0,5.220469504594803
889,18.0,5.63422366976738
890,13.0,6.338038921356201
891,7.0,6.3865359872579575
892,1.0,5.8913998156785965
893,3.0,5.1140094846487045
894,17.0,4.9547362476587296
895,4.0,6.167965799570084
896,5.0,5.566493198275566
897,2.0,5.347773924469948
898,12.0,5.1081216633319855
899,3.0,5.8014805763959885
900,4.0,5.287607088685036
901,3.0,5.126570746302605
902,5.0,4.983551785349846
903,2.0,5.118556395173073
904,11.0,5.145833969116211
905,3.0,5.714983403682709
906,6.0,5.84218367934227
907,12.0,5.602227196097374
908,8.0,5.965882807970047
909,9.0,5.817638054490089
910,1.0,5.967831298708916
911,8.0,5.141333296895027
912,1.0,5.440947994589806
913,4.0,4.954371958971024
914,7.0,4.998543366789818
915,6.0,5.454039484262466
916,0.0,5.424499690532684
917,6.0,4.796216651797295
918,3.0,5.091582611203194
919,5.0,5.114875048398972
920,4.0,5.159022256731987
921,3.0,5.09049579501152
922,5.0,4.962060049176216
923,5.0,5.102649554610252
924,18.0,5.179325625300407
925,10.0,6.242168337106705
926,3.0,6.076455444097519
927,0.0,5.400855928659439
928,2.0,4.770439878106117
929,3.0,4.711301952600479
930,5.0,5.317741930484772
931,5.0,5.227384507656097
932,9.0,5.186884939670563
933,4.0,5.687953442335129
934,19.0,5.4427089393138885
935,2.0,6.310785546898842
936,7.0,5.450659334659576
937,9.0,5.463226646184921
938,0.0,5.722309798002243
939,7.0,4.9588324427604675
940,9.0,5.389716818928719
941,4.0,6.036729395389557
942,1.0,5.421271651983261
943,0.0,4.858178570866585
944,0.0,4.536045387387276
945,5.0,4.416103661060333
946,5.0,4.868380382657051
947,1.0,5.096483871340752
948,2.0,4.77285723388195
949,3.0,4.7020071893930435
950,11.0,4.789456784725189
951,10.0,5.5898547768592834
952,5.0,5.868994548916817
953,3.0,6.290142089128494
954,2.0,5.386627495288849
955,3.0,4.873998552560806
956,5.0,4.84101465344429
957,5.0,5.0773861557245255
958,5.0,5.19683438539505
959,3.0,5.233733847737312
960,2.0,5.042639151215553
961,3.0,4.972308099269867
962,7.0,5.0272305607795715
963,11.0,5.30798564851284
964,1.0,5.819220528006554
965,2.0,5.078230544924736
966,11.0,4.95012754201889
967,4.0,5.872527241706848
968,2.0,5.384386882185936
969,3.0,5.081586927175522
970,8.0,4.935507595539093
971,6.0,5.3767238557338715
972,11.0,5.411451414227486
973,8.0,5.867813095450401
974,3.0,6.099696025252342
975,3.0,5.357965365052223
976,1.0,5.402420684695244
977,8.0,4.859321132302284
978,6.0,5.304136633872986
979,1.0,5.383395135402679
980,4.0,4.904505893588066
981,5.0,5.457941219210625
982,4.0,5.999847650527954
983,7.0,5.322029560804367
984,6.0,5.366057500243187
